# splot [u=0:6.28] (1-sin(u))*cos(u)-0.3, (1-sin(u))*sin(u)+0.2, 3*sin(u) notitle
point23748 < -1.317468 0.182064 -0.052877 >
point23749 < -1.317598 0.181926 -0.053276 >
point23750 < -1.317729 0.181788 -0.053675 >
point23751 < -1.317859 0.181650 -0.054074 >
point23752 < -1.317990 0.181513 -0.054473 >
point23753 < -1.318120 0.181375 -0.054872 >
point23754 < -1.318251 0.181237 -0.055271 >
point23755 < -1.318381 0.181099 -0.055670 >
point23756 < -1.318512 0.180961 -0.056069 >
point23757 < -1.318642 0.180823 -0.056468 >
point23758 < -1.318773 0.180685 -0.056867 >
point23759 < -1.318903 0.180547 -0.057266 >
point23760 < -1.319033 0.180409 -0.057665 >
point23761 < -1.319164 0.180271 -0.058064 >
point23762 < -1.319294 0.180132 -0.058463 >
point23763 < -1.319425 0.179994 -0.058862 >
point23764 < -1.319555 0.179856 -0.059261 >
point23765 < -1.319685 0.179718 -0.059660 >
point23766 < -1.319815 0.179579 -0.060059 >
point23767 < -1.319946 0.179441 -0.060458 >
point23768 < -1.320076 0.179303 -0.060857 >
point23769 < -1.320206 0.179164 -0.061257 >
point23770 < -1.320336 0.179026 -0.061656 >
point23771 < -1.320466 0.178887 -0.062055 >
point23772 < -1.320597 0.178749 -0.062454 >
point23773 < -1.320727 0.178610 -0.062853 >
point23774 < -1.320857 0.178472 -0.063252 >
point23775 < -1.320987 0.178333 -0.063651 >
point23776 < -1.321117 0.178194 -0.064050 >
point23777 < -1.321247 0.178056 -0.064449 >
point23778 < -1.321377 0.177917 -0.064848 >
point23779 < -1.321507 0.177778 -0.065247 >
point23780 < -1.321637 0.177639 -0.065646 >
point23781 < -1.321767 0.177501 -0.066045 >
point23782 < -1.321897 0.177362 -0.066444 >
point23783 < -1.322027 0.177223 -0.066843 >
point23784 < -1.322157 0.177084 -0.067242 >
point23785 < -1.322287 0.176945 -0.067641 >
point23786 < -1.322417 0.176806 -0.068040 >
point23787 < -1.322547 0.176667 -0.068438 >
point23788 < -1.322676 0.176528 -0.068837 >
point23789 < -1.322806 0.176389 -0.069236 >
point23790 < -1.322936 0.176249 -0.069635 >
point23791 < -1.323066 0.176110 -0.070034 >
point23792 < -1.323196 0.175971 -0.070433 >
point23793 < -1.323325 0.175832 -0.070832 >
point23794 < -1.323455 0.175692 -0.071231 >
point23795 < -1.323585 0.175553 -0.071630 >
point23796 < -1.323715 0.175414 -0.072029 >
point23797 < -1.323844 0.175274 -0.072428 >
point23798 < -1.323974 0.175135 -0.072827 >
point23799 < -1.324104 0.174995 -0.073226 >
point23800 < -1.324233 0.174856 -0.073625 >
point23801 < -1.324363 0.174716 -0.074024 >
point23802 < -1.324492 0.174577 -0.074423 >
point23803 < -1.324622 0.174437 -0.074822 >
point23804 < -1.324751 0.174298 -0.075221 >
point23805 < -1.324881 0.174158 -0.075620 >
point23806 < -1.325010 0.174018 -0.076019 >
point23807 < -1.325140 0.173878 -0.076418 >
point23808 < -1.325269 0.173739 -0.076817 >
point23809 < -1.325399 0.173599 -0.077216 >
point23810 < -1.325528 0.173459 -0.077615 >
point23811 < -1.325658 0.173319 -0.078014 >
point23812 < -1.325787 0.173179 -0.078413 >
point23813 < -1.325916 0.173039 -0.078812 >
point23814 < -1.326046 0.172899 -0.079211 >
point23815 < -1.326175 0.172759 -0.079610 >
point23816 < -1.326304 0.172619 -0.080009 >
point23817 < -1.326434 0.172479 -0.080408 >
point23818 < -1.326563 0.172339 -0.080807 >
point23819 < -1.326692 0.172199 -0.081205 >
point23820 < -1.326821 0.172059 -0.081604 >
point23821 < -1.326951 0.171918 -0.082003 >
point23822 < -1.327080 0.171778 -0.082402 >
point23823 < -1.327209 0.171638 -0.082801 >
point23824 < -1.327338 0.171497 -0.083200 >
point23825 < -1.327467 0.171357 -0.083599 >
point23826 < -1.327596 0.171217 -0.083998 >
point23827 < -1.327725 0.171076 -0.084397 >
point23828 < -1.327854 0.170936 -0.084796 >
point23829 < -1.327984 0.170795 -0.085195 >
point23830 < -1.328113 0.170655 -0.085594 >
point23831 < -1.328242 0.170514 -0.085993 >
point23832 < -1.328371 0.170373 -0.086392 >
point23833 < -1.328500 0.170233 -0.086791 >
point23834 < -1.328628 0.170092 -0.087190 >
point23835 < -1.328757 0.169951 -0.087588 >
point23836 < -1.328886 0.169811 -0.087987 >
point23837 < -1.329015 0.169670 -0.088386 >
point23838 < -1.329144 0.169529 -0.088785 >
point23839 < -1.329273 0.169388 -0.089184 >
point23840 < -1.329402 0.169247 -0.089583 >
point23841 < -1.329531 0.169106 -0.089982 >
point23842 < -1.329659 0.168965 -0.090381 >
point23843 < -1.329788 0.168824 -0.090780 >
point23844 < -1.329917 0.168683 -0.091179 >
point23845 < -1.330046 0.168542 -0.091578 >
point23846 < -1.330174 0.168401 -0.091976 >
point23847 < -1.330303 0.168260 -0.092375 >
point23848 < -1.330432 0.168119 -0.092774 >
point23849 < -1.330560 0.167978 -0.093173 >
point23850 < -1.330689 0.167836 -0.093572 >
point23851 < -1.330818 0.167695 -0.093971 >
point23852 < -1.330946 0.167554 -0.094370 >
point23853 < -1.331075 0.167413 -0.094769 >
point23854 < -1.331203 0.167271 -0.095168 >
point23855 < -1.331332 0.167130 -0.095567 >
point23856 < -1.331460 0.166988 -0.095965 >
point23857 < -1.331589 0.166847 -0.096364 >
point23858 < -1.331717 0.166705 -0.096763 >
point23859 < -1.331846 0.166564 -0.097162 >
point23860 < -1.331974 0.166422 -0.097561 >
point23861 < -1.332103 0.166280 -0.097960 >
point23862 < -1.332231 0.166139 -0.098359 >
point23863 < -1.332359 0.165997 -0.098758 >
point23864 < -1.332488 0.165855 -0.099157 >
point23865 < -1.332616 0.165714 -0.099555 >
point23866 < -1.332744 0.165572 -0.099954 >
point23867 < -1.332873 0.165430 -0.100353 >
point23868 < -1.333001 0.165288 -0.100752 >
point23869 < -1.333129 0.165146 -0.101151 >
point23870 < -1.333257 0.165004 -0.101550 >
point23871 < -1.333386 0.164862 -0.101949 >
point23872 < -1.333514 0.164720 -0.102347 >
point23873 < -1.333642 0.164578 -0.102746 >
point23874 < -1.333770 0.164436 -0.103145 >
point23875 < -1.333898 0.164294 -0.103544 >
point23876 < -1.334026 0.164152 -0.103943 >
point23877 < -1.334155 0.164010 -0.104342 >
point23878 < -1.334283 0.163868 -0.104741 >
point23879 < -1.334411 0.163725 -0.105139 >
point23880 < -1.334539 0.163583 -0.105538 >
point23881 < -1.334667 0.163441 -0.105937 >
point23882 < -1.334795 0.163298 -0.106336 >
point23883 < -1.334923 0.163156 -0.106735 >
point23884 < -1.335051 0.163013 -0.107134 >
point23885 < -1.335179 0.162871 -0.107532 >
point23886 < -1.335306 0.162729 -0.107931 >
point23887 < -1.335434 0.162586 -0.108330 >
point23888 < -1.335562 0.162443 -0.108729 >
point23889 < -1.335690 0.162301 -0.109128 >
point23890 < -1.335818 0.162158 -0.109527 >
point23891 < -1.335946 0.162016 -0.109925 >
point23892 < -1.336073 0.161873 -0.110324 >
point23893 < -1.336201 0.161730 -0.110723 >
point23894 < -1.336329 0.161587 -0.111122 >
point23895 < -1.336457 0.161445 -0.111521 >
point23896 < -1.336584 0.161302 -0.111920 >
point23897 < -1.336712 0.161159 -0.112318 >
point23898 < -1.336840 0.161016 -0.112717 >
point23899 < -1.336967 0.160873 -0.113116 >
point23900 < -1.337095 0.160730 -0.113515 >
point23901 < -1.337223 0.160587 -0.113914 >
point23902 < -1.337350 0.160444 -0.114312 >
point23903 < -1.337478 0.160301 -0.114711 >
point23904 < -1.337605 0.160158 -0.115110 >
point23905 < -1.337733 0.160015 -0.115509 >
point23906 < -1.337860 0.159871 -0.115908 >
point23907 < -1.337988 0.159728 -0.116306 >
point23908 < -1.338115 0.159585 -0.116705 >
point23909 < -1.338243 0.159442 -0.117104 >
point23910 < -1.338370 0.159298 -0.117503 >
point23911 < -1.338498 0.159155 -0.117902 >
point23912 < -1.338625 0.159012 -0.118300 >
point23913 < -1.338752 0.158868 -0.118699 >
point23914 < -1.338880 0.158725 -0.119098 >
point23915 < -1.339007 0.158581 -0.119497 >
point23916 < -1.339134 0.158438 -0.119895 >
point23917 < -1.339262 0.158294 -0.120294 >
point23918 < -1.339389 0.158150 -0.120693 >
point23919 < -1.339516 0.158007 -0.121092 >
point23920 < -1.339643 0.157863 -0.121491 >
point23921 < -1.339770 0.157719 -0.121889 >
point23922 < -1.339898 0.157576 -0.122288 >
point23923 < -1.340025 0.157432 -0.122687 >
point23924 < -1.340152 0.157288 -0.123086 >
point23925 < -1.340279 0.157144 -0.123484 >
point23926 < -1.340406 0.157000 -0.123883 >
point23927 < -1.340533 0.156856 -0.124282 >
point23928 < -1.340660 0.156713 -0.124681 >
point23929 < -1.340787 0.156569 -0.125079 >
point23930 < -1.340914 0.156425 -0.125478 >
point23931 < -1.341041 0.156281 -0.125877 >
point23932 < -1.341168 0.156136 -0.126276 >
point23933 < -1.341295 0.155992 -0.126674 >
point23934 < -1.341422 0.155848 -0.127073 >
point23935 < -1.341549 0.155704 -0.127472 >
point23936 < -1.341676 0.155560 -0.127871 >
point23937 < -1.341803 0.155415 -0.128269 >
point23938 < -1.341930 0.155271 -0.128668 >
point23939 < -1.342057 0.155127 -0.129067 >
point23940 < -1.342183 0.154982 -0.129465 >
point23941 < -1.342310 0.154838 -0.129864 >
point23942 < -1.342437 0.154694 -0.130263 >
point23943 < -1.342564 0.154549 -0.130662 >
point23944 < -1.342690 0.154405 -0.131060 >
point23945 < -1.342817 0.154260 -0.131459 >
point23946 < -1.342944 0.154116 -0.131858 >
point23947 < -1.343070 0.153971 -0.132256 >
point23948 < -1.343197 0.153826 -0.132655 >
point23949 < -1.343324 0.153682 -0.133054 >
point23950 < -1.343450 0.153537 -0.133453 >
point23951 < -1.343577 0.153392 -0.133851 >
point23952 < -1.343703 0.153247 -0.134250 >
point23953 < -1.343830 0.153103 -0.134649 >
point23954 < -1.343956 0.152958 -0.135047 >
point23955 < -1.344083 0.152813 -0.135446 >
point23956 < -1.344209 0.152668 -0.135845 >
point23957 < -1.344336 0.152523 -0.136243 >
point23958 < -1.344462 0.152378 -0.136642 >
point23959 < -1.344589 0.152233 -0.137041 >
point23960 < -1.344715 0.152088 -0.137439 >
point23961 < -1.344841 0.151943 -0.137838 >
point23962 < -1.344968 0.151798 -0.138237 >
point23963 < -1.345094 0.151653 -0.138635 >
point23964 < -1.345220 0.151507 -0.139034 >
point23965 < -1.345347 0.151362 -0.139433 >
point23966 < -1.345473 0.151217 -0.139831 >
point23967 < -1.345599 0.151072 -0.140230 >
point23968 < -1.345725 0.150926 -0.140629 >
point23969 < -1.345852 0.150781 -0.141027 >
point23970 < -1.345978 0.150636 -0.141426 >
point23971 < -1.346104 0.150490 -0.141825 >
point23972 < -1.346230 0.150345 -0.142223 >
point23973 < -1.346356 0.150199 -0.142622 >
point23974 < -1.346482 0.150054 -0.143021 >
point23975 < -1.346608 0.149908 -0.143419 >
point23976 < -1.346734 0.149763 -0.143818 >
point23977 < -1.346860 0.149617 -0.144216 >
point23978 < -1.346986 0.149471 -0.144615 >
point23979 < -1.347112 0.149326 -0.145014 >
point23980 < -1.347238 0.149180 -0.145412 >
point23981 < -1.347364 0.149034 -0.145811 >
point23982 < -1.347490 0.148888 -0.146210 >
point23983 < -1.347616 0.148742 -0.146608 >
point23984 < -1.347742 0.148596 -0.147007 >
point23985 < -1.347868 0.148451 -0.147405 >
point23986 < -1.347994 0.148305 -0.147804 >
point23987 < -1.348120 0.148159 -0.148203 >
point23988 < -1.348245 0.148013 -0.148601 >
point23989 < -1.348371 0.147867 -0.149000 >
point23990 < -1.348497 0.147721 -0.149398 >
point23991 < -1.348623 0.147574 -0.149797 >
point23992 < -1.348748 0.147428 -0.150196 >
point23993 < -1.348874 0.147282 -0.150594 >
point23994 < -1.349000 0.147136 -0.150993 >
point23995 < -1.349125 0.146990 -0.151391 >
point23996 < -1.349251 0.146843 -0.151790 >
point23997 < -1.349377 0.146697 -0.152189 >
point23998 < -1.349502 0.146551 -0.152587 >
point23999 < -1.349628 0.146404 -0.152986 >
point24000 < -1.349753 0.146258 -0.153384 >
point24001 < -1.349879 0.146111 -0.153783 >
point24002 < -1.350004 0.145965 -0.154181 >
point24003 < -1.350130 0.145818 -0.154580 >
point24004 < -1.350255 0.145672 -0.154979 >
point24005 < -1.350381 0.145525 -0.155377 >
point24006 < -1.350506 0.145379 -0.155776 >
point24007 < -1.350632 0.145232 -0.156174 >
point24008 < -1.350757 0.145085 -0.156573 >
point24009 < -1.350882 0.144938 -0.156971 >
point24010 < -1.351008 0.144792 -0.157370 >
point24011 < -1.351133 0.144645 -0.157768 >
point24012 < -1.351258 0.144498 -0.158167 >
point24013 < -1.351383 0.144351 -0.158565 >
point24014 < -1.351509 0.144204 -0.158964 >
point24015 < -1.351634 0.144057 -0.159363 >
point24016 < -1.351759 0.143910 -0.159761 >
point24017 < -1.351884 0.143763 -0.160160 >
point24018 < -1.352009 0.143616 -0.160558 >
point24019 < -1.352135 0.143469 -0.160957 >
point24020 < -1.352260 0.143322 -0.161355 >
point24021 < -1.352385 0.143175 -0.161754 >
point24022 < -1.352510 0.143028 -0.162152 >
point24023 < -1.352635 0.142881 -0.162551 >
point24024 < -1.352760 0.142733 -0.162949 >
point24025 < -1.352885 0.142586 -0.163348 >
point24026 < -1.353010 0.142439 -0.163746 >
point24027 < -1.353135 0.142291 -0.164145 >
point24028 < -1.353260 0.142144 -0.164543 >
point24029 < -1.353385 0.141997 -0.164942 >
point24030 < -1.353510 0.141849 -0.165340 >
point24031 < -1.353635 0.141702 -0.165739 >
point24032 < -1.353759 0.141554 -0.166137 >
point24033 < -1.353884 0.141407 -0.166536 >
point24034 < -1.354009 0.141259 -0.166934 >
point24035 < -1.354134 0.141111 -0.167333 >
point24036 < -1.354259 0.140964 -0.167731 >
point24037 < -1.354383 0.140816 -0.168130 >
point24038 < -1.354508 0.140668 -0.168528 >
point24039 < -1.354633 0.140521 -0.168926 >
point24040 < -1.354758 0.140373 -0.169325 >
point24041 < -1.354882 0.140225 -0.169723 >
point24042 < -1.355007 0.140077 -0.170122 >
point24043 < -1.355131 0.139929 -0.170520 >
point24044 < -1.355256 0.139781 -0.170919 >
point24045 < -1.355381 0.139633 -0.171317 >
point24046 < -1.355505 0.139485 -0.171716 >
point24047 < -1.355630 0.139337 -0.172114 >
point24048 < -1.355754 0.139189 -0.172512 >
point24049 < -1.355879 0.139041 -0.172911 >
point24050 < -1.356003 0.138893 -0.173309 >
point24051 < -1.356128 0.138745 -0.173708 >
point24052 < -1.356252 0.138597 -0.174106 >
point24053 < -1.356376 0.138448 -0.174505 >
point24054 < -1.356501 0.138300 -0.174903 >
point24055 < -1.356625 0.138152 -0.175301 >
point24056 < -1.356750 0.138003 -0.175700 >
point24057 < -1.356874 0.137855 -0.176098 >
point24058 < -1.356998 0.137707 -0.176497 >
point24059 < -1.357122 0.137558 -0.176895 >
point24060 < -1.357247 0.137410 -0.177293 >
point24061 < -1.357371 0.137261 -0.177692 >
point24062 < -1.357495 0.137113 -0.178090 >
point24063 < -1.357619 0.136964 -0.178489 >
point24064 < -1.357743 0.136815 -0.178887 >
point24065 < -1.357868 0.136667 -0.179285 >
point24066 < -1.357992 0.136518 -0.179684 >
point24067 < -1.358116 0.136369 -0.180082 >
point24068 < -1.358240 0.136221 -0.180480 >
point24069 < -1.358364 0.136072 -0.180879 >
point24070 < -1.358488 0.135923 -0.181277 >
point24071 < -1.358612 0.135774 -0.181676 >
point24072 < -1.358736 0.135625 -0.182074 >
point24073 < -1.358860 0.135476 -0.182472 >
point24074 < -1.358984 0.135327 -0.182871 >
point24075 < -1.359108 0.135178 -0.183269 >
point24076 < -1.359232 0.135029 -0.183667 >
point24077 < -1.359356 0.134880 -0.184066 >
point24078 < -1.359479 0.134731 -0.184464 >
point24079 < -1.359603 0.134582 -0.184862 >
point24080 < -1.359727 0.134433 -0.185261 >
point24081 < -1.359851 0.134284 -0.185659 >
point24082 < -1.359975 0.134135 -0.186057 >
point24083 < -1.360098 0.133985 -0.186456 >
point24084 < -1.360222 0.133836 -0.186854 >
point24085 < -1.360346 0.133687 -0.187252 >
point24086 < -1.360470 0.133537 -0.187651 >
point24087 < -1.360593 0.133388 -0.188049 >
point24088 < -1.360717 0.133238 -0.188447 >
point24089 < -1.360840 0.133089 -0.188846 >
point24090 < -1.360964 0.132939 -0.189244 >
point24091 < -1.361088 0.132790 -0.189642 >
point24092 < -1.361211 0.132640 -0.190040 >
point24093 < -1.361335 0.132491 -0.190439 >
point24094 < -1.361458 0.132341 -0.190837 >
point24095 < -1.361582 0.132191 -0.191235 >
point24096 < -1.361705 0.132042 -0.191634 >
point24097 < -1.361829 0.131892 -0.192032 >
point24098 < -1.361952 0.131742 -0.192430 >
point24099 < -1.362075 0.131592 -0.192828 >
point24100 < -1.362199 0.131443 -0.193227 >
point24101 < -1.362322 0.131293 -0.193625 >
point24102 < -1.362445 0.131143 -0.194023 >
point24103 < -1.362569 0.130993 -0.194421 >
point24104 < -1.362692 0.130843 -0.194820 >
point24105 < -1.362815 0.130693 -0.195218 >
point24106 < -1.362938 0.130543 -0.195616 >
point24107 < -1.363062 0.130393 -0.196014 >
point24108 < -1.363185 0.130243 -0.196413 >
point24109 < -1.363308 0.130093 -0.196811 >
point24110 < -1.363431 0.129942 -0.197209 >
point24111 < -1.363554 0.129792 -0.197607 >
point24112 < -1.363677 0.129642 -0.198006 >
point24113 < -1.363801 0.129492 -0.198404 >
point24114 < -1.363924 0.129341 -0.198802 >
point24115 < -1.364047 0.129191 -0.199200 >
point24116 < -1.364170 0.129041 -0.199598 >
point24117 < -1.364293 0.128890 -0.199997 >
point24118 < -1.364416 0.128740 -0.200395 >
point24119 < -1.364539 0.128589 -0.200793 >
point24120 < -1.364661 0.128439 -0.201191 >
point24121 < -1.364784 0.128288 -0.201589 >
point24122 < -1.364907 0.128138 -0.201988 >
point24123 < -1.365030 0.127987 -0.202386 >
point24124 < -1.365153 0.127836 -0.202784 >
point24125 < -1.365276 0.127686 -0.203182 >
point24126 < -1.365399 0.127535 -0.203580 >
point24127 < -1.365521 0.127384 -0.203979 >
point24128 < -1.365644 0.127233 -0.204377 >
point24129 < -1.365767 0.127083 -0.204775 >
point24130 < -1.365889 0.126932 -0.205173 >
point24131 < -1.366012 0.126781 -0.205571 >
point24132 < -1.366135 0.126630 -0.205969 >
point24133 < -1.366257 0.126479 -0.206367 >
point24134 < -1.366380 0.126328 -0.206766 >
point24135 < -1.366503 0.126177 -0.207164 >
point24136 < -1.366625 0.126026 -0.207562 >
point24137 < -1.366748 0.125875 -0.207960 >
point24138 < -1.366870 0.125724 -0.208358 >
point24139 < -1.366993 0.125572 -0.208756 >
point24140 < -1.367115 0.125421 -0.209154 >
point24141 < -1.367238 0.125270 -0.209553 >
point24142 < -1.367360 0.125119 -0.209951 >
point24143 < -1.367483 0.124967 -0.210349 >
point24144 < -1.367605 0.124816 -0.210747 >
point24145 < -1.367727 0.124665 -0.211145 >
point24146 < -1.367850 0.124513 -0.211543 >
point24147 < -1.367972 0.124362 -0.211941 >
point24148 < -1.368094 0.124210 -0.212339 >
point24149 < -1.368216 0.124059 -0.212737 >
point24150 < -1.368339 0.123907 -0.213135 >
point24151 < -1.368461 0.123756 -0.213534 >
point24152 < -1.368583 0.123604 -0.213932 >
point24153 < -1.368705 0.123453 -0.214330 >
point24154 < -1.368827 0.123301 -0.214728 >
point24155 < -1.368950 0.123149 -0.215126 >
point24156 < -1.369072 0.122998 -0.215524 >
point24157 < -1.369194 0.122846 -0.215922 >
point24158 < -1.369316 0.122694 -0.216320 >
point24159 < -1.369438 0.122542 -0.216718 >
point24160 < -1.369560 0.122390 -0.217116 >
point24161 < -1.369682 0.122238 -0.217514 >
point24162 < -1.369804 0.122086 -0.217912 >
point24163 < -1.369926 0.121934 -0.218310 >
point24164 < -1.370048 0.121782 -0.218708 >
point24165 < -1.370170 0.121630 -0.219106 >
point24166 < -1.370292 0.121478 -0.219504 >
point24167 < -1.370413 0.121326 -0.219902 >
point24168 < -1.370535 0.121174 -0.220300 >
point24169 < -1.370657 0.121022 -0.220698 >
point24170 < -1.370779 0.120870 -0.221096 >
point24171 < -1.370901 0.120717 -0.221494 >
point24172 < -1.371022 0.120565 -0.221892 >
point24173 < -1.371144 0.120413 -0.222290 >
point24174 < -1.371266 0.120261 -0.222688 >
point24175 < -1.371388 0.120108 -0.223086 >
point24176 < -1.371509 0.119956 -0.223484 >
point24177 < -1.371631 0.119803 -0.223882 >
point24178 < -1.371752 0.119651 -0.224280 >
point24179 < -1.371874 0.119498 -0.224678 >
point24180 < -1.371996 0.119346 -0.225076 >
point24181 < -1.372117 0.119193 -0.225474 >
point24182 < -1.372239 0.119041 -0.225872 >
point24183 < -1.372360 0.118888 -0.226270 >
point24184 < -1.372482 0.118735 -0.226668 >
point24185 < -1.372603 0.118583 -0.227066 >
point24186 < -1.372724 0.118430 -0.227464 >
point24187 < -1.372846 0.118277 -0.227862 >
point24188 < -1.372967 0.118124 -0.228260 >
point24189 < -1.373089 0.117971 -0.228658 >
point24190 < -1.373210 0.117818 -0.229056 >
point24191 < -1.373331 0.117666 -0.229454 >
point24192 < -1.373453 0.117513 -0.229852 >
point24193 < -1.373574 0.117360 -0.230249 >
point24194 < -1.373695 0.117207 -0.230647 >
point24195 < -1.373816 0.117054 -0.231045 >
point24196 < -1.373937 0.116900 -0.231443 >
point24197 < -1.374059 0.116747 -0.231841 >
point24198 < -1.374180 0.116594 -0.232239 >
point24199 < -1.374301 0.116441 -0.232637 >
point24200 < -1.374422 0.116288 -0.233035 >
point24201 < -1.374543 0.116135 -0.233433 >
point24202 < -1.374664 0.115981 -0.233831 >
point24203 < -1.374785 0.115828 -0.234228 >
point24204 < -1.374906 0.115675 -0.234626 >
point24205 < -1.375027 0.115521 -0.235024 >
point24206 < -1.375148 0.115368 -0.235422 >
point24207 < -1.375269 0.115214 -0.235820 >
point24208 < -1.375390 0.115061 -0.236218 >
point24209 < -1.375511 0.114907 -0.236616 >
point24210 < -1.375632 0.114754 -0.237013 >
point24211 < -1.375753 0.114600 -0.237411 >
point24212 < -1.375873 0.114447 -0.237809 >
point24213 < -1.375994 0.114293 -0.238207 >
point24214 < -1.376115 0.114139 -0.238605 >
point24215 < -1.376236 0.113986 -0.239003 >
point24216 < -1.376357 0.113832 -0.239400 >
point24217 < -1.376477 0.113678 -0.239798 >
point24218 < -1.376598 0.113524 -0.240196 >
point24219 < -1.376719 0.113370 -0.240594 >
point24220 < -1.376839 0.113216 -0.240992 >
point24221 < -1.376960 0.113063 -0.241390 >
point24222 < -1.377080 0.112909 -0.241787 >
point24223 < -1.377201 0.112755 -0.242185 >
point24224 < -1.377322 0.112601 -0.242583 >
point24225 < -1.377442 0.112446 -0.242981 >
point24226 < -1.377563 0.112292 -0.243378 >
point24227 < -1.377683 0.112138 -0.243776 >
point24228 < -1.377804 0.111984 -0.244174 >
point24229 < -1.377924 0.111830 -0.244572 >
point24230 < -1.378044 0.111676 -0.244970 >
point24231 < -1.378165 0.111521 -0.245367 >
point24232 < -1.378285 0.111367 -0.245765 >
point24233 < -1.378405 0.111213 -0.246163 >
point24234 < -1.378526 0.111058 -0.246561 >
point24235 < -1.378646 0.110904 -0.246958 >
point24236 < -1.378766 0.110750 -0.247356 >
point24237 < -1.378887 0.110595 -0.247754 >
point24238 < -1.379007 0.110441 -0.248151 >
point24239 < -1.379127 0.110286 -0.248549 >
point24240 < -1.379247 0.110132 -0.248947 >
point24241 < -1.379367 0.109977 -0.249345 >
point24242 < -1.379487 0.109822 -0.249742 >
point24243 < -1.379607 0.109668 -0.250140 >
point24244 < -1.379728 0.109513 -0.250538 >
point24245 < -1.379848 0.109358 -0.250935 >
point24246 < -1.379968 0.109204 -0.251333 >
point24247 < -1.380088 0.109049 -0.251731 >
point24248 < -1.380208 0.108894 -0.252128 >
point24249 < -1.380328 0.108739 -0.252526 >
point24250 < -1.380448 0.108584 -0.252924 >
point24251 < -1.380567 0.108429 -0.253322 >
point24252 < -1.380687 0.108274 -0.253719 >
point24253 < -1.380807 0.108119 -0.254117 >
point24254 < -1.380927 0.107964 -0.254515 >
point24255 < -1.381047 0.107809 -0.254912 >
point24256 < -1.381167 0.107654 -0.255310 >
point24257 < -1.381286 0.107499 -0.255707 >
point24258 < -1.381406 0.107344 -0.256105 >
point24259 < -1.381526 0.107189 -0.256503 >
point24260 < -1.381646 0.107033 -0.256900 >
point24261 < -1.381765 0.106878 -0.257298 >
point24262 < -1.381885 0.106723 -0.257696 >
point24263 < -1.382005 0.106568 -0.258093 >
point24264 < -1.382124 0.106412 -0.258491 >
point24265 < -1.382244 0.106257 -0.258888 >
point24266 < -1.382363 0.106101 -0.259286 >
point24267 < -1.382483 0.105946 -0.259684 >
point24268 < -1.382602 0.105790 -0.260081 >
point24269 < -1.382722 0.105635 -0.260479 >
point24270 < -1.382841 0.105479 -0.260876 >
point24271 < -1.382961 0.105324 -0.261274 >
point24272 < -1.383080 0.105168 -0.261672 >
point24273 < -1.383200 0.105012 -0.262069 >
point24274 < -1.383319 0.104857 -0.262467 >
point24275 < -1.383438 0.104701 -0.262864 >
point24276 < -1.383558 0.104545 -0.263262 >
point24277 < -1.383677 0.104390 -0.263659 >
point24278 < -1.383796 0.104234 -0.264057 >
point24279 < -1.383915 0.104078 -0.264454 >
point24280 < -1.384035 0.103922 -0.264852 >
point24281 < -1.384154 0.103766 -0.265249 >
point24282 < -1.384273 0.103610 -0.265647 >
point24283 < -1.384392 0.103454 -0.266045 >
point24284 < -1.384511 0.103298 -0.266442 >
point24285 < -1.384630 0.103142 -0.266840 >
point24286 < -1.384749 0.102986 -0.267237 >
point24287 < -1.384869 0.102830 -0.267635 >
point24288 < -1.384988 0.102674 -0.268032 >
point24289 < -1.385107 0.102517 -0.268430 >
point24290 < -1.385226 0.102361 -0.268827 >
point24291 < -1.385345 0.102205 -0.269225 >
point24292 < -1.385463 0.102049 -0.269622 >
point24293 < -1.385582 0.101892 -0.270020 >
point24294 < -1.385701 0.101736 -0.270417 >
point24295 < -1.385820 0.101580 -0.270814 >
point24296 < -1.385939 0.101423 -0.271212 >
point24297 < -1.386058 0.101267 -0.271609 >
point24298 < -1.386177 0.101110 -0.272007 >
point24299 < -1.386295 0.100954 -0.272404 >
point24300 < -1.386414 0.100797 -0.272802 >
point24301 < -1.386533 0.100641 -0.273199 >
point24302 < -1.386652 0.100484 -0.273597 >
point24303 < -1.386770 0.100327 -0.273994 >
point24304 < -1.386889 0.100171 -0.274391 >
point24305 < -1.387007 0.100014 -0.274789 >
point24306 < -1.387126 0.099857 -0.275186 >
point24307 < -1.387245 0.099700 -0.275584 >
point24308 < -1.387363 0.099543 -0.275981 >
point24309 < -1.387482 0.099387 -0.276378 >
point24310 < -1.387600 0.099230 -0.276776 >
point24311 < -1.387719 0.099073 -0.277173 >
point24312 < -1.387837 0.098916 -0.277571 >
point24313 < -1.387956 0.098759 -0.277968 >
point24314 < -1.388074 0.098602 -0.278365 >
point24315 < -1.388192 0.098445 -0.278763 >
point24316 < -1.388311 0.098288 -0.279160 >
point24317 < -1.388429 0.098131 -0.279557 >
point24318 < -1.388547 0.097973 -0.279955 >
point24319 < -1.388666 0.097816 -0.280352 >
point24320 < -1.388784 0.097659 -0.280750 >
point24321 < -1.388902 0.097502 -0.281147 >
point24322 < -1.389020 0.097344 -0.281544 >
point24323 < -1.389139 0.097187 -0.281942 >
point24324 < -1.389257 0.097030 -0.282339 >
point24325 < -1.389375 0.096872 -0.282736 >
point24326 < -1.389493 0.096715 -0.283133 >
point24327 < -1.389611 0.096558 -0.283531 >
